iter	Logloss
324	0.1325191262
325	0.132475998
326	0.1324329729
327	0.1323644425
328	0.1323392071
329	0.1323058888
330	0.1322514331
331	0.1321829231
332	0.1321391876
333	0.1321074168
334	0.1320703577
335	0.1320295402
336	0.1319927895
337	0.1319387588
338	0.1318825584
339	0.1318268339
340	0.1317736687
341	0.131728419
342	0.1316752363
343	0.1316244136
344	0.1315891012
345	0.1315404476
346	0.13152084
347	0.1314802888
348	0.1314508429
349	0.131413516
350	0.1313546065
351	0.1312969468
352	0.131258242
353	0.1312192634
354	0.1311585441
355	0.1311468661
356	0.1311165227
357	0.1310878495
358	0.1310519562
359	0.131027162
360	0.1310206165
361	0.1309741033
362	0.1309329143
363	0.1308762273
364	0.1308376072
365	0.1307943021
366	0.1307250445
367	0.1307022912
368	0.1307006631
369	0.1306589434
370	0.130623549
371	0.1305831897
372	0.1305690581
373	0.1305240314
374	0.1304576253
375	0.1304561917
376	0.1303993054
377	0.1303330586
378	0.1303175884
379	0.130265181
380	0.1302204295
381	0.1301845545
382	0.1301209789
383	0.1300667205
384	0.1300041379
385	0.1299633027
386	0.1299257895
387	0.1298759551
388	0.1298156628
389	0.1297703867
390	0.1297069155
391	0.1296596331
392	0.1296109977
393	0.129571207
394	0.1295252138
395	0.129490628
396	0.1294624089
397	0.1294307038
398	0.1293909931
399	0.1293503755
400	0.1293232111
401	0.1292640995
402	0.1292107581
403	0.1291744406
404	0.1291298178
405	0.129087707
406	0.1290359877
407	0.1289820112
408	0.1289312089
409	0.128880896
410	0.1288332875
411	0.1288031962
412	0.1287610407
413	0.128734994
414	0.1286848823
415	0.1286516345
416	0.128593884
417	0.1285415675
418	0.1285191585
419	0.1284739908
420	0.1284238121
421	0.1283969513
422	0.1283368597
423	0.1282928775
424	0.1282543414
425	0.1282182557
426	0.1281929226
427	0.1281375492
428	0.1280982276
429	0.1280674077
430	0.1280285239
431	0.1279876962
432	0.1279620209
433	0.1279154922
434	0.1278813158
435	0.1278379999
436	0.1277927529
437	0.1277646341
438	0.1276991599
439	0.1276615884
440	0.1275995291
441	0.1275472553
442	0.1274836587
443	0.1274342757
444	0.1274009846
445	0.1273483779
446	0.127305893
447	0.1272434887
448	0.1272132334
449	0.1271392582
450	0.1271204288
451	0.1270781065
452	0.1270250132
453	0.1269970279
454	0.1269531494
455	0.1269150445
456	0.1268699784
457	0.1268282357
458	0.1268037933
459	0.1267801819
460	0.126720949
461	0.126683831
462	0.1266398094
463	0.1265917821
464	0.1265569238
465	0.1265076113
466	0.1264597073
467	0.1264240798
468	0.1263840329
469	0.1263375862
470	0.1262974607
471	0.1262523337
472	0.1262420378
473	0.1261964078
474	0.1261568307
475	0.1261214498
476	0.1260812166
477	0.1260782376
478	0.126056964
479	0.1260050223
480	0.1259541996
481	0.1259219218
482	0.1258982589
483	0.1258467442
484	0.1258062838
485	0.1257530719
486	0.1257039845
487	0.125653294
488	0.1256064033
489	0.1255635673
490	0.1255160327
491	0.1255031896
492	0.1254685469
493	0.1254337232
494	0.1253988277
495	0.1253563807
496	0.1253248878
497	0.1252940442
498	0.1252629464
499	0.1252299046
